;model_name;config;dropout;train_loss;train_rmse;train_mae;train_mape;valid_loss;valid_rmse;valid_mae;valid_mape;test_rmse;test_mae;test_mape;epochs;batch_train;input_shape;total_time;time_step;splits
154;2_02_11_l-30_l-20_d-0.1;{'name': '02_11_l-30_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.450990214;0;0.424781111;0;0.342549808;0;0.50198429;0;0;0;0;Mai 30;8;(18240, [1], 44);204.1104748;0;2017-02-01 00:00:00+01:00
155;2_02_12_l-30_l-20_d-0.2;{'name': '02_12_l-30_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.42278499;0;0.403446166;0;0.176320954;0;0.336680497;0;0;0;0;15/30;8;(18240, [1], 44);391.486187;0;2017-02-01 00:00:00+01:00
156;2_02_13_l-30_l-10;{'name': '02_13_l-30_l-10', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.532594621;0;0.47446723;0;0.510173952;0;0.559591347;0;0;0;0;Feb 30;8;(18240, [1], 44);116.7246537;0;2017-02-01 00:00:00+01:00
157;2_02_14_l-30_l-10_d-0.1;{'name': '02_14_l-30_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.425629813;0;0.409367157;0;0.245608633;0;0.403614138;0;0;0;0;Nov 30;8;(18240, [1], 44);286.2475498;0;2017-02-01 00:00:00+01:00
158;2_02_15_l-30_l-10_d-0.2;{'name': '02_15_l-30_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.434808429;0;0.413978746;0;0.220636604;0;0.38093932;0;0;0;0;Okt 30;8;(18240, [1], 44);232.975668;0;2017-02-01 00:00:00+01:00
159;2_02_16_l-30_l-10_l-10;{'name': '02_16_l-30_l-10_l-10', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.563251992;0;0.495600218;0;0.526164427;0;0.569121806;0;0;0;0;Feb 30;8;(18240, [1], 44);157.1469409;0;2017-02-01 00:00:00+01:00
160;2_02_17_l-30_l-10_l-10_d-0.1;{'name': '02_17_l-30_l-10_l-10_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.451912405;0;0.428509791;0;0.277905175;0;0.428998805;0;0;0;0;Sep 30;8;(18240, [1], 44);375.7733843;0;2017-02-01 00:00:00+01:00
161;2_02_18_l-30_l-10_l-10_d-0.2;{'name': '02_18_l-30_l-10_l-10_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.509262917;0;0.471178362;0;0.244747611;0;0.39785501;0;0;0;0;Dez 30;8;(18240, [1], 44);443.5810261;0;2017-02-01 00:00:00+01:00
162;2_02_19_l-30_l-10_l-15;{'name': '02_19_l-30_l-10_l-15', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.482833658;0;0.448966663;0;0.626013632;0;0.627090212;0;0;0;0;M_r 30;8;(18240, [1], 44);178.243968;0;2017-02-01 00:00:00+01:00
163;2_02_20_l-30_l-10_l-15_d-0.1;{'name': '02_20_l-30_l-10_l-15_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.453615401;0;0.425676199;0;0.224583407;0;0.392864315;0;0;0;0;15/30;8;(18240, [1], 44);614.9057407;0;2017-02-01 00:00:00+01:00
164;2_02_21_l-30_l-10_l-15_d-0.2;{'name': '02_21_l-30_l-10_l-15_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 15, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.441670331;0;0.420191132;0;0.213999904;0;0.374292451;0;0;0;0;17/30;8;(18240, [1], 44);691.6991301;0;2017-02-01 00:00:00+01:00
165;2_02_22_l-30_l-10_l-20;{'name': '02_22_l-30_l-10_l-20', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.412552087;0;0.399568064;0;0.306472907;0;0.461405667;0;0;0;0;Sep 30;8;(18240, [1], 44);409.542464;0;2017-02-01 00:00:00+01:00
166;2_02_23_l-30_l-10_l-20_d-0.1;{'name': '02_23_l-30_l-10_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.419500702;0;0.399417102;0;0.251270445;0;0.418348956;0;0;0;0;14/30;8;(18240, [1], 44);483.1845331;0;2017-02-01 00:00:00+01:00
167;2_02_24_l-30_l-10_l-20_d-0.2;{'name': '02_24_l-30_l-10_l-20_d-0.2', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 10, 'dropout': 0.2, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.2, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.2;0.47942576;0;0.448016503;0;0.274431237;0;0.424690407;0;0;0;0;Sep 30;8;(18240, [1], 44);427.1220498;0;2017-02-01 00:00:00+01:00
168;2_02_25_l-30_l-20;{'name': '02_25_l-30_l-20', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0;0.412420789;0;0.398631804;0;0.319941455;0;0.470877823;0;0;0;0;Jun 30;8;(18240, [1], 44);210.9763761;0;2017-02-01 00:00:00+01:00
169;2_02_26_l-30_l-20_d-0.1;{'name': '02_26_l-30_l-20_d-0.1', 'layers': [{'type': 'lstm', 'cells': 30, 'dropout': 0.1, 'stateful': True, 'ret_seq': True}, {'type': 'lstm', 'cells': 20, 'dropout': 0.1, 'stateful': True, 'ret_seq': False}], 'batch_size': 8, 'timesteps': 1};0.1;0.420596787;0;0.401513631;0;0.23081399;0;0.392894456;0;0;0;0;Jul 30;8;(18240, [1], 44);205.7181101;0;2017-02-01 00:00:00+01:00
